PROPERTY_ID,CITY_ID,DEVELOPER_ID,PROPERTY_TYPE,SEGMENT,BHK,AREA_SQFT,POSSESSION_YEAR,PROJECT_STATUS,AMENITY_TIER,RERA_ID,UPDATED_AT
PR004202,CI076,DV017875,OFFICE,LUXURY,0,6705,2030,LAUNCHED,LUXURY,RERA-406483,1/29/2026 0:44
PR004203,CI007,DV058676,OFFICE,MID,0,6004,2029,LAUNCHED,PREMIUM,RERA-379346,3/11/2025 10:11
PR004204,CI089,DV169131,APARTMENT,AFFORDABLE,5,2525,2028,READY,STANDARD,RERA-277320,8/11/2025 18:18
PR004205,CI081,DV072546,VILLA,MID,2,5853,2027,READY,LUXURY,RERA-296314,6/9/2025 21:29
PR004206,CI042,DV263885,OFFICE,MID,0,6545,2030,UNDER_CONSTRUCTION,PREMIUM,RERA-158947,8/19/2025 18:01
PR004207,CI096,DV224291,RETAIL,PREMIUM,0,1470,2025,READY,STANDARD,RERA-621814,1/16/2026 0:50
PR004208,CI099,DV111542,APARTMENT,MID,4,8302,2026,UNDER_CONSTRUCTION,LUXURY,RERA-894214,10/21/2025 1:47
PR004209,CI078,DV183539,VILLA,AFFORDABLE,1,7653,2028,READY,PREMIUM,RERA-212691,3/28/2025 20:27
PR004210,CI102,DV106146,VILLA,AFFORDABLE,4,8627,2026,UNDER_CONSTRUCTION,STANDARD,RERA-155863,9/25/2025 21:59
PR004211,CI101,DV239615,VILLA,AFFORDABLE,4,8830,2028,LAUNCHED,BASIC,RERA-665355,10/19/2025 19:47
PR004212,CI030,DV199258,VILLA,LUXURY,1,8685,2027,LAUNCHED,LUXURY,RERA-664779,5/19/2025 16:18
PR004213,CI025,DV078175,OFFICE,AFFORDABLE,2,8544,2030,READY,PREMIUM,RERA-656430,1/19/2026 6:07
PR004214,CI005,DV015129,OFFICE,AFFORDABLE,4,3612,2030,UNDER_CONSTRUCTION,LUXURY,RERA-508432,12/22/2025 10:06
PR004215,CI066,DV159692,RETAIL,PREMIUM,2,2328,2025,LAUNCHED,LUXURY,RERA-547544,8/1/2025 3:48
PR004216,CI029,DV096070,RETAIL,MID,1,797,2028,LAUNCHED,STANDARD,RERA-775187,6/9/2025 12:20
PR004217,CI038,DV066286,PLOT,LUXURY,2,4189,2027,UNDER_CONSTRUCTION,LUXURY,RERA-552155,4/20/2025 0:37
PR004218,CI057,DV230102,APARTMENT,MID,4,7736,2030,LAUNCHED,LUXURY,RERA-534369,5/26/2025 12:38
PR004219,CI039,DV162254,OFFICE,COMMERCIAL,1,6263,2026,READY,PREMIUM,RERA-236637,10/14/2025 1:11
PR004220,CI063,DV098820,VILLA,AFFORDABLE,5,7224,2030,UNDER_CONSTRUCTION,LUXURY,RERA-316411,2/8/2025 2:20
PR004221,CI003,DV095669,VILLA,PREMIUM,1,2848,2026,LAUNCHED,LUXURY,RERA-895014,8/12/2025 0:32
PR004222,CI051,DV245200,PLOT,PREMIUM,2,7151,2029,UNDER_CONSTRUCTION,PREMIUM,RERA-274909,6/10/2025 22:31
PR004223,CI027,DV014796,APARTMENT,LUXURY,4,2204,2029,LAUNCHED,BASIC,RERA-648234,1/2/2026 3:25
PR004224,CI067,DV215823,APARTMENT,MID,0,2764,2027,READY,BASIC,RERA-769362,10/7/2025 19:57
PR004225,CI020,DV215530,VILLA,COMMERCIAL,3,2043,2028,UNDER_CONSTRUCTION,LUXURY,RERA-975228,10/6/2025 12:15
PR004226,CI076,DV157563,OFFICE,MID,0,4197,2027,READY,STANDARD,RERA-551512,3/5/2025 22:57
PR004227,CI001,DV016499,RETAIL,MID,0,8271,2027,READY,LUXURY,RERA-595990,5/28/2025 7:09
PR004228,CI070,DV167082,OFFICE,AFFORDABLE,4,2219,2026,READY,PREMIUM,RERA-717779,11/29/2025 5:10
PR004229,CI099,DV225943,APARTMENT,MID,5,8368,2028,LAUNCHED,LUXURY,RERA-994331,10/10/2025 9:03
PR004230,CI045,DV024167,RETAIL,MID,5,2322,2025,READY,STANDARD,RERA-904397,5/14/2025 19:37
PR004231,CI056,DV000299,RETAIL,AFFORDABLE,4,1538,2028,UNDER_CONSTRUCTION,STANDARD,RERA-251139,10/6/2025 3:31
PR004232,CI064,DV199101,PLOT,MID,3,8672,2027,UNDER_CONSTRUCTION,PREMIUM,RERA-804701,1/23/2026 15:08
PR004233,CI091,DV052572,PLOT,MID,4,7031,2026,UNDER_CONSTRUCTION,BASIC,RERA-979909,4/26/2025 15:23
PR004234,CI052,DV028972,PLOT,PREMIUM,3,1905,2026,UNDER_CONSTRUCTION,STANDARD,RERA-530162,1/23/2026 13:11
PR004235,CI088,DV267300,RETAIL,COMMERCIAL,3,5353,2025,LAUNCHED,BASIC,RERA-758154,3/21/2025 11:04
PR004236,CI068,DV109853,OFFICE,COMMERCIAL,3,4513,2029,UNDER_CONSTRUCTION,LUXURY,RERA-709297,7/9/2025 4:12
PR004237,CI026,DV257405,OFFICE,PREMIUM,1,6481,2026,UNDER_CONSTRUCTION,LUXURY,RERA-501748,10/14/2025 0:51
PR004238,CI072,DV102521,RETAIL,MID,3,8228,2028,UNDER_CONSTRUCTION,STANDARD,RERA-208520,9/1/2025 19:20
PR004239,CI023,DV120455,RETAIL,AFFORDABLE,4,8696,2027,LAUNCHED,PREMIUM,RERA-920258,4/3/2025 16:51
PR004240,CI080,DV193026,PLOT,MID,0,5893,2027,UNDER_CONSTRUCTION,LUXURY,RERA-736369,1/10/2026 10:09
PR004241,CI065,DV112520,OFFICE,LUXURY,4,2422,2027,READY,STANDARD,RERA-483405,7/2/2025 17:28
PR004242,CI034,DV247859,RETAIL,LUXURY,5,4473,2030,LAUNCHED,BASIC,RERA-317781,8/11/2025 15:32
PR004243,CI020,DV286905,PLOT,COMMERCIAL,4,1021,2030,READY,BASIC,RERA-358643,11/13/2025 14:00
PR004244,CI001,DV297391,VILLA,COMMERCIAL,1,1049,2025,UNDER_CONSTRUCTION,STANDARD,RERA-591549,12/8/2025 17:38
PR004245,CI087,DV217574,PLOT,PREMIUM,2,3336,2029,LAUNCHED,PREMIUM,RERA-525837,8/4/2025 19:17
PR004246,CI019,DV019519,VILLA,PREMIUM,3,4786,2025,READY,BASIC,RERA-364969,7/11/2025 23:29
PR004247,CI040,DV231897,OFFICE,MID,4,3068,2025,LAUNCHED,PREMIUM,RERA-742079,8/31/2025 23:40
PR004248,CI072,DV160186,OFFICE,LUXURY,4,6895,2025,READY,BASIC,RERA-343618,10/20/2025 21:57
PR004249,CI098,DV123625,OFFICE,AFFORDABLE,4,7110,2025,UNDER_CONSTRUCTION,STANDARD,RERA-907145,10/30/2025 14:41
PR004250,CI042,DV193305,PLOT,PREMIUM,0,4460,2027,UNDER_CONSTRUCTION,STANDARD,RERA-663255,4/23/2025 20:55
PR004251,CI082,DV181280,VILLA,MID,1,1418,2026,UNDER_CONSTRUCTION,BASIC,RERA-846017,1/23/2026 5:21
PR004252,CI062,DV085127,VILLA,MID,4,4811,2028,UNDER_CONSTRUCTION,STANDARD,RERA-497294,6/26/2025 16:32
PR004253,CI068,DV027955,PLOT,MID,2,6041,2028,UNDER_CONSTRUCTION,LUXURY,RERA-306490,5/12/2025 4:42
PR004254,CI050,DV057792,APARTMENT,PREMIUM,0,1272,2028,LAUNCHED,PREMIUM,RERA-786210,8/21/2025 2:17
PR004255,CI020,DV266737,VILLA,COMMERCIAL,3,5396,2027,READY,LUXURY,RERA-772680,1/11/2026 20:33
PR004256,CI092,DV268994,OFFICE,LUXURY,3,2629,2029,READY,LUXURY,RERA-733147,12/17/2025 20:29
PR004257,CI004,DV196082,RETAIL,LUXURY,4,6065,2030,LAUNCHED,LUXURY,RERA-619356,8/21/2025 12:00
PR004258,CI040,DV139987,RETAIL,LUXURY,2,7255,2027,UNDER_CONSTRUCTION,PREMIUM,RERA-763317,10/22/2025 14:59
PR004259,CI076,DV191079,RETAIL,AFFORDABLE,5,3508,2027,UNDER_CONSTRUCTION,LUXURY,RERA-952276,6/7/2025 17:48
PR004260,CI015,DV013714,OFFICE,COMMERCIAL,4,4299,2030,UNDER_CONSTRUCTION,STANDARD,RERA-921472,11/2/2025 14:09
PR004261,CI017,DV106216,APARTMENT,AFFORDABLE,0,3616,2025,UNDER_CONSTRUCTION,STANDARD,RERA-981387,9/21/2025 14:58
PR004262,CI081,DV145635,VILLA,LUXURY,0,1381,2025,UNDER_CONSTRUCTION,BASIC,RERA-744935,12/29/2025 21:38
PR004263,CI062,DV153549,OFFICE,MID,4,1202,2027,LAUNCHED,STANDARD,RERA-430496,6/11/2025 7:28
PR004264,CI053,DV244311,VILLA,PREMIUM,0,3046,2026,LAUNCHED,BASIC,RERA-936676,6/24/2025 6:53
PR004265,CI069,DV091157,PLOT,LUXURY,3,3826,2026,READY,BASIC,RERA-573545,2/1/2026 7:34
PR004266,CI048,DV205853,VILLA,LUXURY,5,3114,2026,LAUNCHED,BASIC,RERA-487109,1/8/2026 16:19
PR004267,CI042,DV270462,VILLA,LUXURY,2,4764,2025,LAUNCHED,LUXURY,RERA-313197,4/5/2025 14:41
PR004268,CI010,DV117089,VILLA,AFFORDABLE,0,8697,2028,READY,STANDARD,RERA-361534,8/27/2025 3:30
PR004269,CI032,DV158710,APARTMENT,PREMIUM,0,4110,2027,READY,BASIC,RERA-708263,10/24/2025 23:26
PR004270,CI103,DV281024,OFFICE,COMMERCIAL,0,4537,2026,UNDER_CONSTRUCTION,LUXURY,RERA-560964,6/14/2025 8:30
PR004271,CI042,DV148956,RETAIL,COMMERCIAL,1,7332,2029,READY,BASIC,RERA-369201,7/7/2025 15:12
PR004272,CI049,DV032880,APARTMENT,MID,1,3339,2028,UNDER_CONSTRUCTION,STANDARD,RERA-235918,7/17/2025 5:18
PR004273,CI097,DV279875,VILLA,COMMERCIAL,5,7076,2029,LAUNCHED,LUXURY,RERA-536464,9/10/2025 0:32
PR004274,CI101,DV132023,APARTMENT,MID,1,5582,2025,UNDER_CONSTRUCTION,LUXURY,RERA-711768,9/13/2025 22:47
PR004275,CI035,DV076928,APARTMENT,COMMERCIAL,5,6146,2027,LAUNCHED,PREMIUM,RERA-545497,5/14/2025 10:46
PR004276,CI004,DV220765,APARTMENT,MID,5,1362,2025,LAUNCHED,BASIC,RERA-472129,3/30/2025 8:05
PR004277,CI050,DV166160,PLOT,AFFORDABLE,2,4114,2028,READY,BASIC,RERA-281934,11/24/2025 4:18
PR004278,CI074,DV002771,OFFICE,LUXURY,0,6758,2029,UNDER_CONSTRUCTION,LUXURY,RERA-983778,4/15/2025 15:33
PR004279,CI066,DV039204,VILLA,COMMERCIAL,5,5129,2026,LAUNCHED,BASIC,RERA-575448,11/17/2025 20:16
PR004280,CI024,DV113360,OFFICE,AFFORDABLE,5,8636,2029,LAUNCHED,STANDARD,RERA-121488,5/13/2025 11:09
PR004281,CI034,DV003664,VILLA,MID,5,7630,2028,UNDER_CONSTRUCTION,BASIC,RERA-531753,3/8/2025 22:38
PR004282,CI061,DV286839,PLOT,MID,5,4170,2029,READY,STANDARD,RERA-987906,12/14/2025 2:41
PR004283,CI092,DV175338,OFFICE,MID,1,4222,2025,UNDER_CONSTRUCTION,LUXURY,RERA-464835,12/24/2025 16:36
PR004284,CI037,DV232545,RETAIL,AFFORDABLE,3,3819,2025,LAUNCHED,STANDARD,RERA-985689,4/3/2025 1:49
PR004285,CI018,DV045155,RETAIL,LUXURY,3,6584,2028,UNDER_CONSTRUCTION,BASIC,RERA-349698,4/24/2025 8:00
PR004286,CI057,DV162824,VILLA,PREMIUM,4,6643,2030,LAUNCHED,LUXURY,RERA-782384,1/8/2026 8:50
PR004287,CI051,DV165679,VILLA,LUXURY,5,4072,2025,UNDER_CONSTRUCTION,PREMIUM,RERA-103522,5/29/2025 0:10
PR004288,CI060,DV008991,RETAIL,MID,1,8873,2027,UNDER_CONSTRUCTION,BASIC,RERA-593483,9/13/2025 10:32
PR004289,CI064,DV240718,VILLA,LUXURY,2,7010,2027,LAUNCHED,BASIC,RERA-993048,7/15/2025 10:33
PR004290,CI047,DV062655,APARTMENT,MID,2,4186,2026,READY,PREMIUM,RERA-435342,12/6/2025 6:59
PR004291,CI050,DV042532,OFFICE,MID,5,6270,2027,UNDER_CONSTRUCTION,BASIC,RERA-524135,7/17/2025 13:58
PR004292,CI071,DV021753,VILLA,MID,3,1382,2029,LAUNCHED,PREMIUM,RERA-848008,2/13/2025 9:42
PR004293,CI066,DV155579,RETAIL,PREMIUM,5,3492,2028,UNDER_CONSTRUCTION,LUXURY,RERA-281343,1/31/2026 14:07
PR004294,CI012,DV052050,APARTMENT,PREMIUM,0,5314,2029,UNDER_CONSTRUCTION,STANDARD,RERA-107401,1/28/2026 7:32
PR004295,CI019,DV160427,APARTMENT,AFFORDABLE,2,6858,2028,READY,LUXURY,RERA-674341,12/26/2025 7:56
PR004296,CI080,DV244895,RETAIL,LUXURY,0,7509,2028,UNDER_CONSTRUCTION,LUXURY,RERA-859066,11/3/2025 7:20
PR004297,CI096,DV104152,PLOT,AFFORDABLE,2,2249,2027,READY,LUXURY,RERA-656050,1/23/2026 16:07
PR004298,CI022,DV057850,RETAIL,AFFORDABLE,3,7195,2027,READY,LUXURY,RERA-762894,9/13/2025 5:24
PR004299,CI069,DV298504,OFFICE,LUXURY,3,5589,2025,UNDER_CONSTRUCTION,STANDARD,RERA-876774,4/13/2025 0:30
PR004300,CI026,DV036204,PLOT,MID,3,2855,2026,LAUNCHED,STANDARD,RERA-615620,9/12/2025 6:08
PR004301,CI086,DV148251,OFFICE,PREMIUM,3,6556,2027,UNDER_CONSTRUCTION,PREMIUM,RERA-974626,6/3/2025 17:12
PR004302,CI059,DV140788,RETAIL,COMMERCIAL,2,1457,2028,READY,PREMIUM,RERA-788117,3/26/2025 1:58
PR004303,CI040,DV156438,APARTMENT,PREMIUM,2,4864,2029,READY,PREMIUM,RERA-228326,4/8/2025 8:33
PR004304,CI081,DV125825,APARTMENT,LUXURY,2,1759,2029,READY,LUXURY,RERA-151702,11/3/2025 6:06
PR004305,CI098,DV264471,PLOT,MID,3,3576,2028,READY,LUXURY,RERA-791163,10/23/2025 7:29
PR004306,CI021,DV101055,RETAIL,COMMERCIAL,3,4698,2026,UNDER_CONSTRUCTION,LUXURY,RERA-421824,1/20/2026 16:01
PR004307,CI047,DV222220,VILLA,PREMIUM,1,5265,2026,UNDER_CONSTRUCTION,STANDARD,RERA-742270,9/25/2025 8:47
PR004308,CI053,DV241296,PLOT,COMMERCIAL,2,5095,2027,UNDER_CONSTRUCTION,BASIC,RERA-967127,9/1/2025 13:08
PR004309,CI024,DV194028,APARTMENT,AFFORDABLE,3,890,2027,UNDER_CONSTRUCTION,LUXURY,RERA-988419,9/3/2025 1:24
PR004310,CI081,DV009762,OFFICE,AFFORDABLE,3,4044,2025,READY,STANDARD,RERA-578246,6/7/2025 4:25
PR004311,CI068,DV146881,PLOT,MID,1,6976,2026,UNDER_CONSTRUCTION,PREMIUM,RERA-490429,7/1/2025 3:33
PR004312,CI031,DV170467,PLOT,COMMERCIAL,2,5960,2027,READY,STANDARD,RERA-647920,2/27/2025 14:08
PR004313,CI013,DV020406,VILLA,LUXURY,5,1247,2029,LAUNCHED,BASIC,RERA-877711,7/17/2025 0:13
PR004314,CI023,DV208345,OFFICE,MID,1,1742,2025,LAUNCHED,BASIC,RERA-348105,7/19/2025 11:13
PR004315,CI082,DV069343,VILLA,AFFORDABLE,1,3246,2028,LAUNCHED,LUXURY,RERA-489976,1/17/2026 17:33
PR004316,CI004,DV139004,VILLA,PREMIUM,2,7779,2029,READY,STANDARD,RERA-785425,4/3/2025 6:33
PR004317,CI051,DV088985,PLOT,LUXURY,0,7105,2030,LAUNCHED,BASIC,RERA-477226,11/1/2025 15:00
PR004318,CI046,DV104106,OFFICE,PREMIUM,2,7664,2027,READY,LUXURY,RERA-922216,3/26/2025 22:21
PR004319,CI006,DV040305,PLOT,PREMIUM,4,1863,2028,UNDER_CONSTRUCTION,PREMIUM,RERA-896070,6/15/2025 9:05
PR004320,CI054,DV065793,OFFICE,AFFORDABLE,0,4597,2028,UNDER_CONSTRUCTION,STANDARD,RERA-887507,3/31/2025 18:30
PR004321,CI035,DV159186,OFFICE,MID,5,8866,2028,LAUNCHED,BASIC,RERA-902766,9/10/2025 12:50
PR004322,CI020,DV225115,VILLA,COMMERCIAL,3,6760,2029,UNDER_CONSTRUCTION,STANDARD,RERA-843216,9/8/2025 12:34
PR004323,CI008,DV063168,VILLA,MID,5,4770,2026,UNDER_CONSTRUCTION,LUXURY,RERA-761358,3/15/2025 8:33
PR004324,CI010,DV043487,RETAIL,LUXURY,2,6163,2025,LAUNCHED,STANDARD,RERA-852154,1/1/2026 1:38
PR004325,CI093,DV116733,OFFICE,PREMIUM,5,8274,2030,LAUNCHED,BASIC,RERA-837410,9/20/2025 9:49
PR004326,CI042,DV073984,PLOT,PREMIUM,3,4971,2026,LAUNCHED,PREMIUM,RERA-605248,3/3/2025 18:24
PR004327,CI043,DV006131,PLOT,PREMIUM,3,2964,2025,READY,BASIC,RERA-348903,6/30/2025 15:34
PR004328,CI095,DV081288,APARTMENT,COMMERCIAL,4,2429,2027,UNDER_CONSTRUCTION,STANDARD,RERA-353610,11/29/2025 18:04
PR004329,CI001,DV170806,OFFICE,PREMIUM,0,5133,2030,LAUNCHED,STANDARD,RERA-990592,8/8/2025 5:52
PR004330,CI003,DV194089,RETAIL,MID,5,8835,2025,UNDER_CONSTRUCTION,STANDARD,RERA-487270,10/2/2025 2:30
PR004331,CI047,DV068124,PLOT,MID,0,4666,2026,UNDER_CONSTRUCTION,BASIC,RERA-227909,3/9/2025 16:31
PR004332,CI033,DV117075,RETAIL,COMMERCIAL,1,5456,2025,UNDER_CONSTRUCTION,STANDARD,RERA-403434,1/28/2026 18:14
PR004333,CI060,DV162526,OFFICE,PREMIUM,0,2221,2025,UNDER_CONSTRUCTION,STANDARD,RERA-866778,12/12/2025 10:37
PR004334,CI091,DV212409,APARTMENT,PREMIUM,5,7577,2030,UNDER_CONSTRUCTION,STANDARD,RERA-945141,3/14/2025 20:31
PR004335,CI039,DV182798,OFFICE,LUXURY,4,5445,2030,LAUNCHED,PREMIUM,RERA-377272,4/28/2025 21:44
PR004336,CI070,DV244060,OFFICE,PREMIUM,2,8875,2026,LAUNCHED,LUXURY,RERA-861936,11/1/2025 14:07
PR004337,CI103,DV104769,VILLA,PREMIUM,4,3545,2030,LAUNCHED,PREMIUM,RERA-457020,11/14/2025 19:28
PR004338,CI098,DV212544,RETAIL,MID,0,3547,2026,LAUNCHED,PREMIUM,RERA-589811,11/6/2025 2:11
PR004339,CI015,DV293846,RETAIL,AFFORDABLE,5,5556,2026,UNDER_CONSTRUCTION,LUXURY,RERA-477654,10/25/2025 12:29
PR004340,CI049,DV233108,APARTMENT,COMMERCIAL,0,7707,2027,LAUNCHED,LUXURY,RERA-152227,9/26/2025 4:27
PR004341,CI082,DV092350,PLOT,PREMIUM,1,4920,2027,UNDER_CONSTRUCTION,LUXURY,RERA-617437,6/13/2025 12:19
PR004342,CI007,DV025763,PLOT,PREMIUM,5,3935,2029,LAUNCHED,STANDARD,RERA-838637,1/31/2026 6:42
PR004343,CI029,DV264255,OFFICE,MID,4,2269,2029,LAUNCHED,BASIC,RERA-923933,11/24/2025 23:57
PR004344,CI050,DV264882,VILLA,COMMERCIAL,4,8949,2030,UNDER_CONSTRUCTION,LUXURY,RERA-554136,9/5/2025 22:32
PR004345,CI045,DV256513,APARTMENT,PREMIUM,3,1863,2029,UNDER_CONSTRUCTION,BASIC,RERA-624564,6/8/2025 17:02
PR004346,CI082,DV294448,RETAIL,PREMIUM,5,1089,2029,READY,BASIC,RERA-229731,4/26/2025 22:48
PR004347,CI019,DV172741,VILLA,MID,3,7120,2030,LAUNCHED,BASIC,RERA-279411,1/18/2026 2:35
PR004348,CI048,DV117250,PLOT,AFFORDABLE,4,5692,2030,READY,PREMIUM,RERA-328638,12/1/2025 0:41
PR004349,CI059,DV079376,VILLA,AFFORDABLE,3,6720,2027,READY,PREMIUM,RERA-339068,4/10/2025 14:44
PR004350,CI082,DV027984,APARTMENT,PREMIUM,0,4830,2029,UNDER_CONSTRUCTION,PREMIUM,RERA-892675,4/29/2025 3:40
PR004351,CI034,DV005513,OFFICE,LUXURY,5,5657,2026,LAUNCHED,BASIC,RERA-404320,10/16/2025 21:02
PR004352,CI037,DV090314,PLOT,AFFORDABLE,4,4763,2029,READY,PREMIUM,RERA-769526,6/26/2025 4:36
PR004353,CI016,DV015127,APARTMENT,LUXURY,5,8227,2029,LAUNCHED,PREMIUM,RERA-814558,1/19/2026 10:29
PR004354,CI062,DV296669,PLOT,MID,1,8717,2028,UNDER_CONSTRUCTION,LUXURY,RERA-742094,3/23/2025 19:41
PR004355,CI033,DV128857,PLOT,LUXURY,0,1674,2030,LAUNCHED,BASIC,RERA-811586,3/2/2025 8:22
PR004356,CI031,DV102437,VILLA,MID,3,1877,2028,UNDER_CONSTRUCTION,PREMIUM,RERA-443779,2/28/2025 10:31
PR004357,CI002,DV221909,RETAIL,MID,0,2252,2030,LAUNCHED,PREMIUM,RERA-496816,8/17/2025 6:02
PR004358,CI020,DV020298,PLOT,MID,4,4624,2029,LAUNCHED,LUXURY,RERA-285820,1/8/2026 6:36
PR004359,CI103,DV045628,APARTMENT,COMMERCIAL,4,5009,2028,READY,STANDARD,RERA-890970,6/11/2025 15:35
PR004360,CI027,DV145160,RETAIL,LUXURY,3,7122,2029,READY,BASIC,RERA-233764,5/13/2025 5:22
PR004361,CI019,DV111764,OFFICE,COMMERCIAL,5,1771,2025,UNDER_CONSTRUCTION,LUXURY,RERA-263790,12/23/2025 22:18
PR004362,CI082,DV076734,VILLA,COMMERCIAL,1,1819,2026,READY,BASIC,RERA-608335,1/28/2026 0:32
PR004363,CI025,DV103042,APARTMENT,MID,3,8213,2025,READY,BASIC,RERA-786320,11/20/2025 16:52
PR004364,CI082,DV144407,VILLA,MID,2,4605,2029,READY,BASIC,RERA-337233,1/10/2026 15:17
PR004365,CI032,DV073658,PLOT,LUXURY,1,4063,2027,UNDER_CONSTRUCTION,BASIC,RERA-615510,7/2/2025 15:15
PR004366,CI064,DV219751,RETAIL,MID,0,2816,2029,UNDER_CONSTRUCTION,LUXURY,RERA-588215,9/26/2025 22:37
PR004367,CI060,DV261922,APARTMENT,LUXURY,3,8858,2025,READY,BASIC,RERA-784733,3/26/2025 4:50
PR004368,CI063,DV239461,OFFICE,PREMIUM,3BHK,3931,2028,LAUNCHED,BASIC,RERA-885086,9/7/2025 23:34
PR004369,CI057,DV166353,VILLA,COMMERCIAL,0,5495,2027,UNDER_CONSTRUCTION,BASIC,RERA-721304,8/3/2025 11:35
PR004370,CI101,DV091185,VILLA,COMMERCIAL,4,2204,2025,READY,LUXURY,RERA-216591,2/19/2025 10:25
PR004371,CI067,DV135364,PLOT,COMMERCIAL,0,8071,2030,READY,LUXURY,RERA-605529,12/14/2025 18:25
PR004372,CI058,DV021850,RETAIL,AFFORDABLE,4,7417,2025,READY,STANDARD,RERA-700667,7/12/2025 9:03
PR004373,CI039,DV153048,VILLA,COMMERCIAL,5,3933,2027,LAUNCHED,LUXURY,RERA-863211,5/28/2025 6:37
PR004374,CI079,DV244908,RETAIL,AFFORDABLE,4,6558,2030,UNDER_CONSTRUCTION,STANDARD,RERA-551378,9/18/2025 20:54
PR004375,CI005,DV061272,OFFICE,PREMIUM,5,8228,2030,UNDER_CONSTRUCTION,STANDARD,RERA-420563,5/5/2025 12:37
PR004376,CI025,DV279029,OFFICE,MID,0,6269,2028,UNDER_CONSTRUCTION,BASIC,RERA-282730,3/15/2025 5:39
PR004377,CI014,DV275549,PLOT,MID,2,4699,2026,LAUNCHED,BASIC,RERA-749080,8/18/2025 19:30
PR004378,CI059,DV051437,RETAIL,AFFORDABLE,0,6428,2026,READY,LUXURY,RERA-904461,8/12/2025 2:15
PR004379,CI047,DV092093,RETAIL,MID,1,6088,2029,READY,PREMIUM,RERA-154775,7/20/2025 17:26
PR004380,CI059,DV215553,VILLA,COMMERCIAL,0,1411,2028,READY,PREMIUM,RERA-998580,5/3/2025 18:44
PR004381,CI059,DV250468,PLOT,PREMIUM,3,7174,2025,UNDER_CONSTRUCTION,BASIC,RERA-420843,5/23/2025 6:21
PR004382,CI072,DV146464,RETAIL,LUXURY,3,1117,2029,LAUNCHED,BASIC,RERA-799147,6/9/2025 12:22
PR004383,CI031,DV177185,OFFICE,PREMIUM,1,2023,2025,LAUNCHED,LUXURY,RERA-803783,11/6/2025 16:56
PR004384,CI036,DV228996,RETAIL,COMMERCIAL,3,7626,2026,LAUNCHED,PREMIUM,RERA-316537,3/14/2025 2:50
PR004385,CI094,DV034308,APARTMENT,AFFORDABLE,5,5952,2029,UNDER_CONSTRUCTION,PREMIUM,RERA-523867,2/3/2025 0:14
PR004386,CI020,DV137818,RETAIL,COMMERCIAL,1,6243,2026,UNDER_CONSTRUCTION,PREMIUM,RERA-294606,12/11/2025 20:51
PR004387,CI035,DV225929,RETAIL,LUXURY,0,3833,2026,UNDER_CONSTRUCTION,BASIC,RERA-713397,5/16/2025 21:49
PR004388,CI031,DV002072,APARTMENT,PREMIUM,5,5125,2027,UNDER_CONSTRUCTION,PREMIUM,RERA-339774,7/14/2025 3:02
PR004389,CI057,DV231308,VILLA,MID,0,5945,2029,READY,STANDARD,RERA-700232,1/29/2026 7:38
PR004390,CI068,DV289761,RETAIL,MID,4,7916,2027,READY,PREMIUM,RERA-491167,2/21/2025 5:03
PR004391,CI017,DV166823,OFFICE,LUXURY,5,6448,2030,READY,LUXURY,RERA-367610,5/5/2025 7:32
PR004392,CI069,DV106431,VILLA,LUXURY,3,8239,2029,UNDER_CONSTRUCTION,STANDARD,RERA-765696,4/26/2025 10:47
PR004393,CI031,DV225420,APARTMENT,COMMERCIAL,0,7227,2026,READY,LUXURY,RERA-165380,6/13/2025 17:00
PR004394,CI018,DV108146,PLOT,PREMIUM,1,1690,2028,READY,PREMIUM,RERA-703097,1/8/2026 15:04
PR004395,CI040,DV256701,OFFICE,PREMIUM,0,2297,2025,LAUNCHED,BASIC,RERA-423383,1/13/2026 6:06
PR004396,CI036,DV156676,OFFICE,COMMERCIAL,0,6351,2025,UNDER_CONSTRUCTION,LUXURY,RERA-352494,2/4/2025 18:47
PR004397,CI064,DV027999,APARTMENT,COMMERCIAL,4,1851,2026,READY,PREMIUM,RERA-823164,6/30/2025 15:41
PR004398,CI076,DV057767,RETAIL,LUXURY,4,8800,2030,LAUNCHED,LUXURY,RERA-614120,4/1/2025 17:28
PR004399,CI068,DV198890,OFFICE,MID,0,8058,2030,UNDER_CONSTRUCTION,LUXURY,RERA-817730,9/26/2025 15:47
PR004400,CI066,DV019091,PLOT,COMMERCIAL,4,4369,2026,LAUNCHED,LUXURY,RERA-728718,9/23/2025 12:02
PR004401,CI025,DV212524,APARTMENT,AFFORDABLE,5,3212,2028,UNDER_CONSTRUCTION,STANDARD,RERA-691841,7/14/2025 2:11
PR004402,CI065,DV035179,VILLA,COMMERCIAL,5,2088,2028,UNDER_CONSTRUCTION,STANDARD,RERA-112408,7/2/2025 18:42
PR004403,CI092,DV146505,VILLA,MID,1,2645,2029,LAUNCHED,BASIC,RERA-496577,6/13/2025 3:22
PR004404,CI039,DV284345,RETAIL,COMMERCIAL,4,6682,2026,READY,PREMIUM,RERA-213202,1/23/2026 3:31
PR004405,CI098,DV273413,APARTMENT,LUXURY,5,5697,2026,LAUNCHED,LUXURY,RERA-567733,2/20/2025 17:05
PR004406,CI045,DV270165,VILLA,MID,4,7394,2025,LAUNCHED,BASIC,RERA-655975,10/12/2025 0:57
