TXN_ID,TXN_LINE_ID,TXN_DATE,PROPERTY_ID,CITY_ID,DEVELOPER_ID,BUYER_SEGMENT,LIST_PRICE_LAKHS,DISCOUNT_PCT,SALE_PRICE_LAKHS,LOAN_REQUIRED,SALES_CHANNEL,TXN_STATUS,PAYMENT_MODE,UPDATED_AT
TX29005,1,03-06-2022,PR124205,CI079,DV125361,END_USER,32400000,7,30100000,Y,ONLINE,REGISTERED,NEFT,04-01-2025 05:10
TX294054,1,12-08-2022,PR093788,CI041,DV187996,INVESTOR,42000000,3,40700000,Y,DIRECT,CANCELLED,UPI,12/22/2025 12:48
TX60532,1,09-10-2022,PR206616,CI025,DV124905,NRI,53400000,0,53400000,N,DIRECT,BOOKED,RTGS,01/16/2026 04:08
TX112805,1,05-07-2020,PR169191,CI063,DV206344,NRI,55200000,7,51300000,Y,ONLINE,BOOKED,CARD,06/28/2025 01:08
TX205252,1,09-09-2025,PR224823,CI056,DV266266,END_USER,50500000,2,49500000,Y,BROKER,CANCELLED,UPI,01-06-2026
TX295220,1,11-10-2021,PR206458,CI089,DV134371,END_USER,25200000,7,23400000,Y,DIRECT,BOOKED,UPI,10/20/2025 17:47
TX219406,1,09-03-2024,PR150433,CI036,DV232795,END_USER,23400000,2,22900000,N,BROKER,REGISTERED,CARD,03/17/2025 11:36
TX76672,1,11-06-2024,PR220467,CI017,DV157587,INVESTOR,41400000,5,39300000,Y,BROKER,REGISTERED,CHEQUE,02-04-2025 09:09
TX66580,1,10-05-2024,PR030124,CI052,DV218828,INVESTOR,26500000,0,26500000,Y,ONLINE,CANCELLED,CARD,12/28/2025 07:47
TX30390,1,11/20/2021,PR067177,CI068,DV108822,INVESTOR,24600000,3,23800000,Y,ONLINE,CANCELLED,RTGS,01-04-2026 08:36
TX270912,1,10-11-2025,PR167561,CI066,DV220025,END_USER,7600000,7,7000000,N,DIRECT,CANCELLED,UPI,02/18/2025 10:50
TX208558,1,01/27/2024,PR283776,CI075,DV243769,INVESTOR,24400000,0,24400000,N,DIRECT,REGISTERED,NEFT,08/29/2025 04:25
TX287629,1,02-02-2020,PR283559,CI034,DV091825,INVESTOR,55300000,0,55300000,N,ONLINE,BOOKED,RTGS,07/21/2025 20:17
TX96268,1,10-09-2025,PR247907,CI063,DV083150,INVESTOR,35400000,3,34300000,N,BROKER,BOOKED,UPI,07/14/2025 02:00
TX271791,1,04/25/2025,PR223702,CI045,DV025738,END_USER,31500000,7,29300000,Y,BROKER,BOOKED,NEFT,12-08-2025 02:47
TX222982,1,07/20/2024,PR162295,CI082,DV032390,END_USER,6700000,2,6600000,Y,BROKER,BOOKED,UPI,04-03-2025 16:31
TX267044,1,01/16/2025,PR094171,CI029,DV008162,INVESTOR,52800000,3,51200000,Y,ONLINE,BOOKED,UPI,10-11-2025 01:18
TX48484,1,09-10-2025,PR178425,CI083,DV277951,INVESTOR,9000000,0,9000000,Y,DIRECT,BOOKED,CARD,12/21/2025 02:50
TX165980,1,05/16/2025,PR012315,CI058,DV217107,NRI,11000000,0,11000000,N,ONLINE,BOOKED,UPI,03/19/2025 23:53
TX191844,1,11/13/2021,PR092785,CI002,DV067708,NRI,19400000,5,18500000,Y,BROKER,REGISTERED,RTGS,09/17/2025 05:56
TX163264,1,08-03-2022,PR095774,CI047,DV027111,END_USER,38200000,7,35500000,Y,ONLINE,REGISTERED,UPI,02-03-2026 01:10
TX234701,1,01-06-2025,PR007352,CI014,DV084201,NRI,22100000,3,21400000,N,DIRECT,REGISTERED,CARD,05/23/2025 09:40
TX92414,1,07/16/2023,PR152548,CI087,DV236590,END_USER,32000000,2,31400000,N,ONLINE,REGISTERED,CARD,08/19/2025 11:12
TX127259,1,04-11-2023,PR031986,CI086,DV175336,INVESTOR,56300000,0,56300000,N,DIRECT,CANCELLED,UPI,09-05-2025 12:04
TX39752,1,03-11-2024,PR122302,CI043,DV169054,INVESTOR,7500000,5,7200000,Y,BROKER,CANCELLED,CARD,08-11-2025 22:21
TX140629,1,06/24/2025,PR044698,CI042,DV114393,INVESTOR,17200000,3,16700000,N,DIRECT,BOOKED,CARD,06-08-2025 17:47
TX111375,1,07-05-2022,PR123454,CI039,DV150029,END_USER,12800000,0,12800000,Y,BROKER,BOOKED,NEFT,12/20/2025 14:54
TX173059,1,09/18/2022,PR230343,CI100,DV110620,NRI,18500000,7,17200000,Y,ONLINE,REGISTERED,CHEQUE,02-03-2025
TX251556,1,06-08-2020,PR137041,CI024,DV210286,END_USER,40900000,7,38000000,N,DIRECT,REGISTERED,UPI,12-08-2025 01:11
TX85952,1,02-09-2023,PR117744,CI023,DV246524,INVESTOR,57300000,5,54500000,Y,ONLINE,BOOKED,NEFT,11-01-2025 23:01
TX180244,1,04-05-2023,PR192742,CI040,DV145962,NRI,59000000,3,57300000,N,BROKER,CANCELLED,UPI,06/25/2025 12:41
TX187701,1,01-10-2020,PR042886,CI025,DV151848,END_USER,14500000,2,14200000,N,DIRECT,BOOKED,CHEQUE,12/26/2025 03:58
TX271806,1,10/14/2023,PR034378,CI095,DV038822,INVESTOR,40300000,2,39400000,N,BROKER,CANCELLED,CARD,07/25/2025 21:54
TX242101,1,03/27/2021,PR287401,CI020,DV077939,INVESTOR,24400000,2,23900000,N,BROKER,BOOKED,UPI,10-01-2025 22:07
TX139152,1,10/24/2022,PR235249,CI039,DV291775,INVESTOR,24100000,5,22900000,Y,BROKER,BOOKED,UPI,02-09-2025 22:36
TX89474,1,04/25/2022,PR128194,CI019,DV014447,END_USER,51600000,0,51600000,Y,ONLINE,BOOKED,NEFT,04/19/2025 16:10
TX302293,1,08/17/2021,PR015598,CI031,DV058184,INVESTOR,5600000,3,5500000,N,ONLINE,CANCELLED,CARD,05/16/2025 22:42
TX267225,1,08-10-2023,PR116785,CI085,DV175713,INVESTOR,30300000,5,28800000,N,DIRECT,BOOKED,CHEQUE,01-10-2026 13:15
TX205443,1,01-03-2023,PR261981,CI062,DV191818,NRI,43100000,0,43100000,N,ONLINE,BOOKED,RTGS,12/14/2025 06:54
TX167950,1,09/15/2023,PR140098,CI023,DV014257,END_USER,12100000,7,11200000,Y,BROKER,REGISTERED,RTGS,06/27/2025
TX106809,1,04/19/2021,PR054850,CI091,DV059457,END_USER,26500000,2,25900000,N,ONLINE,CANCELLED,UPI,10/19/2025 13:28
TX182749,1,01-02-2022,PR201533,CI060,DV096439,END_USER,19000000,5,18000000,Y,BROKER,CANCELLED,UPI,04-03-2025 18:15
TX13492,1,08/20/2022,PR089261,CI020,DV299217,NRI,15000000,0,15000000,Y,ONLINE,REGISTERED,NEFT,06/17/2025 20:59
TX161070,1,11/16/2025,PR207930,CI061,DV013341,NRI,15900000,3,15400000,Y,DIRECT,CANCELLED,CARD,10-12-2025 09:33
TX145854,1,09-01-2022,PR156492,CI062,DV179400,INVESTOR,57200000,5,54300000,N,BROKER,CANCELLED,NEFT,12/14/2025 22:50
TX16748,1,07-05-2020,PR100843,CI103,DV223796,END_USER,57900000,0,57900000,Y,ONLINE,BOOKED,UPI,05/24/2025 01:34
TX32015,1,12-12-2022,PR112442,CI095,DV018560,INVESTOR,55000000,3,53400000,N,ONLINE,CANCELLED,NEFT,04/30/2025 01:52
TX100287,1,06-02-2023,PR054090,CI037,DV098483,INVESTOR,11100000,3,10800000,N,DIRECT,BOOKED,CARD,02/18/2025 17:40
TX74931,1,01/19/2023,PR131772,CI008,DV123956,NRI,50800000,3,49300000,Y,DIRECT,REGISTERED,CARD,04-06-2025 23:15
TX210844,1,04-12-2024,PR076501,CI033,DV121243,INVESTOR,33800000,0,33800000,Y,BROKER,BOOKED,NEFT,01-08-2026 11:12
TX197530,1,05-03-2024,PR230970,CI049,DV081874,NRI,47300000,3,45900000,Y,BROKER,CANCELLED,RTGS,12/24/2025 16:18
TX194846,1,09/15/2023,PR195964,CI065,DV256718,INVESTOR,46800000,3,45400000,Y,DIRECT,BOOKED,NEFT,05/23/2025 04:21
TX217475,1,05/27/2024,PR070189,CI035,DV181218,INVESTOR,46100000,3,44700000,Y,DIRECT,REGISTERED,UPI,08/29/2025 16:54
TX123443,1,11/20/2024,PR174561,CI008,DV060620,NRI,28200000,0,28200000,Y,BROKER,BOOKED,NEFT,01-08-2026 21:27
TX226200,1,03-04-2020,PR046461,CI016,DV129414,NRI,50700000,0,50700000,Y,DIRECT,REGISTERED,NEFT,05-12-2025 22:01
TX298586,1,06/26/2023,PR224607,CI075,DV265607,NRI,11900000,5,11300000,N,BROKER,BOOKED,CHEQUE,07/13/2025 07:51
TX91313,1,09-12-2022,PR133235,CI079,DV248810,END_USER,58800000,5,55800000,N,DIRECT,CANCELLED,RTGS,
TX176646,1,04/20/2021,PR026987,CI087,DV295473,NRI,16200000,5,15300000,N,DIRECT,BOOKED,RTGS,09/15/2025 06:31
TX88679,1,07/17/2024,PR271611,CI024,DV123625,END_USER,37900000,5,36000000,Y,ONLINE,REGISTERED,UPI,04/14/2025 03:06
TX120139,1,01-02-2020,PR266170,CI036,DV155943,INVESTOR,42200000,5,40100000,Y,DIRECT,BOOKED,CHEQUE,11/28/2025 21:28
TX46903,1,12-11-2021,PR088083,CI023,DV075883,END_USER,34400000,2,33700000,Y,ONLINE,BOOKED,RTGS,04/25/2025 05:08
TX63077,1,09/15/2023,PR222419,CI025,DV028353,NRI,51000000,0,51000000,Y,BROKER,BOOKED,RTGS,10/22/2025 02:43
TX266940,1,10/17/2021,PR158904,CI029,DV031914,END_USER,34800000,3,33700000,N,BROKER,CANCELLED,CHEQUE,01/17/2026 06:32
TX164744,1,06/20/2021,PR101191,CI058,DV160981,END_USER,13600000,0,13600000,Y,ONLINE,BOOKED,NEFT,08-02-2025 04:00
TX199660,1,03/13/2022,PR095357,CI056,DV270548,NRI,47200000,0,47200000,N,BROKER,CANCELLED,CHEQUE,03/29/2025 12:07
TX188049,1,12/27/2024,PR237508,CI030,DV013585,NRI,24500000,5,23200000,Y,DIRECT,BOOKED,NEFT,11/25/2025 15:22
TX8254,1,10-11-2022,PR230745,CI024,DV097621,INVESTOR,16700000,7,15600000,N,BROKER,BOOKED,CARD,05/30/2025 19:53
TX97356,1,09/18/2024,PR135982,CI020,DV075597,NRI,51600000,0,51600000,Y,ONLINE,REGISTERED,RTGS,08/25/2025 18:39
TX58563,1,12/19/2023,PR042248,CI094,DV208942,NRI,35300000,3,34200000,N,DIRECT,REGISTERED,CHEQUE,11-09-2025 02:15
TX300007,1,08/27/2022,PR178769,CI085,DV097604,END_USER,10800000,5,10300000,N,DIRECT,CANCELLED,NEFT,08/23/2025 15:35
TX75944,1,06-11-2020,PR184791,CI077,DV223369,INVESTOR,25900000,2,25400000,Y,ONLINE,REGISTERED,UPI,05/16/2025 01:32
TX122695,1,02/14/2025,PR080349,CI040,DV059457,END_USER,5600000,2,5500000,Y,DIRECT,REGISTERED,NEFT,06/13/2025 14:25
TX229286,1,05/26/2024,PR130202,CI063,DV256855,INVESTOR,58300000,2,57100000,Y,BROKER,BOOKED,RTGS,07/17/2025 17:45
TX77155,1,12/21/2025,PR201117,CI068,DV242985,INVESTOR,46600000,5,44200000,N,ONLINE,CANCELLED,CHEQUE,10/21/2025 11:15
TX282052,1,10/16/2020,PR079494,CI041,DV123394,END_USER,54900000,0,54900000,Y,ONLINE,BOOKED,RTGS,06/13/2025 02:15
TX138548,1,11/26/2022,PR043959,CI014,DV112204,NRI,29700000,2,29100000,Y,BROKER,CANCELLED,UPI,02-04-2025 16:02
TX40971,1,10-08-2024,PR012564,CI013,DV085177,END_USER,7500000,5,7200000,Y,ONLINE,BOOKED,CARD,08/17/2025 07:10
TX287340,1,01/19/2025,PR225692,CI017,DV201598,NRI,13600000,0,13600000,Y,BROKER,REGISTERED,CARD,03/17/2025 13:15
TX175741,1,03/17/2023,PR160312,CI058,DV152569,INVESTOR,43300000,3,42000000,N,BROKER,CANCELLED,CARD,05/21/2025 22:15
TX200393,1,12/20/2025,PR021478,CI037,DV296453,NRI,5400000,3,5200000,Y,ONLINE,CANCELLED,NEFT,07/17/2025 15:32
TX177513,1,03/27/2023,PR186793,CI015,DV197296,NRI,17000000,3,16500000,N,BROKER,CANCELLED,RTGS,07/16/2025 02:13
TX198129,1,04-02-2025,PR293825,CI024,DV150155,INVESTOR,51900000,2,50800000,Y,ONLINE,CANCELLED,NEFT,10-03-2025 05:11
TX123887,1,12-04-2024,PR053747,CI019,DV090289,INVESTOR,11600000,7,10800000,N,ONLINE,REGISTERED,CARD,06-09-2025 21:47
TX272587,1,01/15/2021,PR262517,CI091,DV219442,INVESTOR,55500000,0,55500000,Y,ONLINE,BOOKED,NEFT,01-08-2026 13:19
TX177203,1,07-05-2022,PR175335,CI077,DV132868,NRI,23300000,3,22600000,N,BROKER,REGISTERED,RTGS,07-09-2025 15:50
TX143850,1,12-07-2023,PR249540,CI035,DV118020,INVESTOR,33800000,3,32700000,Y,DIRECT,CANCELLED,UPI,07/15/2025 23:22
TX75892,1,09/25/2023,PR106654,CI068,DV011955,INVESTOR,39800000,7,37000000,N,ONLINE,REGISTERED,CARD,09-03-2025 22:24
TX62737,1,08/28/2024,PR214279,CI072,DV149557,INVESTOR,22400000,5,21300000,N,ONLINE,REGISTERED,NEFT,04/27/2025 23:04
TX44073,1,12-02-2025,PR130690,CI059,DV194234,END_USER,50800000,0,50800000,N,DIRECT,CANCELLED,CARD,09-04-2025 15:06
TX46461,1,03/17/2025,PR208353,CI095,DV220795,INVESTOR,46900000,5,44600000,N,ONLINE,REGISTERED,RTGS,10/18/2025 05:00
TX160157,1,09-11-2021,PR097916,CI029,DV257270,NRI,33900000,2,33200000,N,BROKER,CANCELLED,RTGS,04/14/2025 10:21
TX195997,1,08/17/2025,PR106051,CI030,DV231909,END_USER,58000000,2,56900000,Y,DIRECT,REGISTERED,UPI,12-07-2025 01:15
TX98256,1,06-06-2023,PR217089,CI101,DV137095,INVESTOR,18100000,3,17600000,Y,DIRECT,BOOKED,CHEQUE,08/30/2025 07:18
TX77599,1,09-11-2023,PR278030,CI014,DV112862,INVESTOR,28400000,7,26400000,Y,BROKER,REGISTERED,NEFT,09-11-2025 19:28
TX268788,1,06/22/2024,PR295837,CI070,DV262594,END_USER,58200000,3,56400000,N,ONLINE,REGISTERED,CARD,02/18/2025 05:59
TX147988,1,11/21/2025,PR209809,CI065,DV174537,INVESTOR,43400000,3,42100000,Y,BROKER,CANCELLED,CHEQUE,12-08-2025 21:22
TX185190,1,05/20/2025,PR201121,CI009,DV245619,INVESTOR,31600000,7,29400000,Y,BROKER,CANCELLED,CARD,08-02-2025 01:27
TX94713,1,04-08-2023,PR194213,CI028,DV224739,NRI,17600000,7,16400000,Y,ONLINE,BOOKED,NEFT,12-01-2025 21:26
TX199124,1,09-10-2022,PR128822,CI053,DV074414,NRI,21000000,5,19900000,N,DIRECT,CANCELLED,CHEQUE,07/23/2025 07:15
TX231387,1,05/25/2021,PR239806,CI037,DV046167,INVESTOR,49700000,7,46200000,Y,DIRECT,BOOKED,UPI,05/27/2025 23:25
TX132858,1,12-07-2022,PR296798,CI045,DV280349,INVESTOR,55100000,2,54000000,N,BROKER,CANCELLED,UPI,03/18/2025 10:16
TX91110,1,12/16/2025,PR064574,CI085,DV296640,INVESTOR,34500000,0,34500000,N,BROKER,REGISTERED,CHEQUE,08/16/2025
TX237392,1,08-12-2022,PR164264,CI029,DV241743,NRI,47100000,0,47100000,N,ONLINE,BOOKED,RTGS,09-02-2025 21:24
TX105035,1,12-09-2024,PR143876,CI039,DV063944,END_USER,36800000,5,35000000,Y,ONLINE,REGISTERED,RTGS,10/31/2025 04:42
TX126847,1,02/19/2022,PR100739,CI042,DV056110,END_USER,14400000,0,14400000,Y,DIRECT,REGISTERED,UPI,11/28/2025 16:35
TX220862,1,09/13/2025,PR293939,CI055,DV109817,INVESTOR,15800000,7,14700000,N,BROKER,REGISTERED,CHEQUE,08-09-2025 06:41
TX291150,1,06/25/2023,PR115411,CI068,DV166006,END_USER,42700000,2,41900000,N,BROKER,BOOKED,CHEQUE,07-12-2025 10:39
TX152232,1,05-02-2021,PR088333,CI046,DV102773,INVESTOR,43500000,2,42700000,Y,BROKER,CANCELLED,NEFT,09-08-2025 20:55
TX234338,1,12-03-2022,PR066007,CI038,DV214130,END_USER,6100000,3,5900000,N,ONLINE,CANCELLED,RTGS,07/19/2025 19:32
TX228851,1,08/21/2022,PR144674,CI102,DV159870,END_USER,22900000,7,21300000,Y,ONLINE,REGISTERED,NEFT,04-11-2025
TX280255,1,12/16/2022,PR151209,CI094,DV160775,END_USER,20900000,2,20400000,Y,BROKER,BOOKED,NEFT,06/19/2025 03:24
TX155697,1,04/27/2021,PR287660,CI079,DV067318,END_USER,25500000,3,24700000,Y,ONLINE,CANCELLED,RTGS,04-11-2025 18:15
TX288986,1,05/18/2024,PR249993,CI045,DV228062,END_USER,45400000,0,45400000,N,ONLINE,REGISTERED,CHEQUE,07-12-2025 06:39
TX298656,1,05-05-2025,PR062910,CI025,DV025674,END_USER,12600000,3,12200000,N,ONLINE,REGISTERED,CARD,06/30/2025 07:12
TX17578,1,10/24/2020,PR087886,CI078,DV224476,END_USER,44200000,2,43300000,N,DIRECT,REGISTERED,NEFT,12/19/2025 11:11
TX116283,1,04-08-2024,PR180509,CI020,DV099707,END_USER,39000000,5,37000000,N,ONLINE,BOOKED,CHEQUE,04/29/2025 03:03
TX261068,1,11/17/2020,PR030328,CI006,DV003823,INVESTOR,31300000,3,30300000,Y,DIRECT,CANCELLED,CHEQUE,12/18/2025 04:00
TX191494,1,11-08-2021,PR173625,CI003,DV229522,NRI,41600000,0,41600000,Y,BROKER,REGISTERED,UPI,02/27/2025 01:27
TX16287,1,02/14/2020,PR124247,CI043,DV259588,INVESTOR,29700000,2,29100000,N,BROKER,BOOKED,RTGS,09-06-2025 07:38
TX63298,1,12/16/2022,PR288584,CI018,DV141850,NRI,32500000,7,30200000,N,BROKER,CANCELLED,UPI,07/31/2025 01:42
TX258434,1,11/25/2020,PR100770,CI078,DV037639,NRI,58400000,5,55500000,Y,DIRECT,CANCELLED,RTGS,07/13/2025 12:29
TX107627,1,01/18/2021,PR055117,CI011,DV224343,END_USER,5700000,7,5300000,Y,ONLINE,BOOKED,CARD,07-05-2025 21:35
TX157961,1,07/21/2021,PR064560,CI079,DV159945,NRI,50900000,2,49900000,N,BROKER,REGISTERED,CARD,07/13/2025 15:12
TX109646,1,08/21/2023,PR158472,CI050,DV195342,INVESTOR,50200000,3,48700000,N,DIRECT,CANCELLED,NEFT,01-07-2026 09:25
TX25088,1,05-11-2021,PR085021,CI023,DV103362,NRI,16500000,5,15700000,N,ONLINE,BOOKED,UPI,11/24/2025 13:47
TX224575,1,11-02-2022,PR044916,CI093,DV234723,END_USER,35000000,7,32500000,Y,DIRECT,REGISTERED,CHEQUE,11/22/2025 17:32
TX35244,1,11/19/2020,PR175833,CI053,DV142363,END_USER,18500000,2,18200000,N,DIRECT,CANCELLED,CHEQUE,04/19/2025
TX90139,1,09/24/2021,PR204979,CI059,DV182155,NRI,41900000,7,38900000,N,DIRECT,REGISTERED,CARD,06-08-2025 16:57
TX295033,1,01-06-2025,PR208427,CI020,DV082824,END_USER,28700000,2,28100000,Y,ONLINE,BOOKED,CHEQUE,10/21/2025 05:58
TX30621,1,03-02-2023,PR075622,CI024,DV224772,END_USER,47800000,3,46400000,N,DIRECT,REGISTERED,CARD,09/25/2025 14:28
TX213537,1,08-06-2023,PR187175,CI055,DV259112,INVESTOR,30700000,3,29800000,N,BROKER,CANCELLED,NEFT,04-03-2025 03:02
TX250600,1,05-02-2025,PR140301,CI004,DV062286,INVESTOR,7500000,2,7400000,N,ONLINE,CANCELLED,RTGS,10-07-2025 23:24
TX137400,1,05/19/2020,PR130742,CI030,DV120312,NRI,37200000,2,36400000,N,BROKER,CANCELLED,RTGS,10/19/2025 15:03
TX42240,1,02-11-2024,PR152625,CI032,DV138184,END_USER,49500000,5,47100000,N,DIRECT,REGISTERED,CHEQUE,04/26/2025 23:30
TX98471,1,08/21/2022,PR291463,CI001,DV018445,NRI,43000000,0,43000000,Y,BROKER,BOOKED,NEFT,05-03-2025 14:52
TX282284,1,09/16/2024,PR254376,CI042,DV284160,INVESTOR,24500000,3,23800000,Y,DIRECT,BOOKED,NEFT,04/21/2025 03:56
TX235756,1,09/15/2021,PR148581,CI047,DV169258,END_USER,30300000,0,30300000,Y,DIRECT,BOOKED,NEFT,02/16/2025 22:09
TX304173,1,04/26/2022,PR256748,CI082,DV236025,INVESTOR,59200000,5,56300000,Y,ONLINE,BOOKED,NEFT,09/20/2025 09:21
TX181366,1,06-06-2020,PR074239,CI022,DV019288,INVESTOR,27600000,7,25600000,Y,BROKER,CANCELLED,RTGS,05/24/2025 09:18
TX103786,1,08/21/2025,PR154687,CI060,DV161379,END_USER,11300000,7,10500000,Y,BROKER,REGISTERED,CHEQUE,05/20/2025 08:44
TX97740,1,12-06-2022,PR148182,CI077,DV254375,INVESTOR,45300000,7,42100000,N,BROKER,CANCELLED,CHEQUE,09-12-2025 14:41
TX106406,1,12-11-2020,PR086661,CI002,DV162419,NRI,49300000,5,46900000,N,DIRECT,BOOKED,UPI,07/21/2025 22:00
TX240466,1,10/22/2022,PR172443,CI099,DV133600,END_USER,15000000,2,14700000,N,BROKER,REGISTERED,CHEQUE,09/14/2025 03:36
TX218173,1,03/20/2021,PR030110,CI039,DV129329,INVESTOR,48300000,5,45900000,Y,ONLINE,BOOKED,CARD,11-02-2025
TX87611,1,07/27/2025,PR250573,CI051,DV226297,NRI,27700000,5,26300000,Y,DIRECT,CANCELLED,CARD,10-09-2025 10:48
TX20410,1,09-11-2023,PR131224,CI026,DV074572,END_USER,24900000,0,24900000,Y,ONLINE,CANCELLED,CARD,08-08-2025 15:41
TX58521,1,07/22/2020,PR037915,CI055,DV226056,INVESTOR,42300000,2,41500000,Y,ONLINE,CANCELLED,RTGS,01/28/2026 19:06
TX81555,1,03-05-2020,PR282715,CI092,DV125165,INVESTOR,20700000,3,20100000,Y,DIRECT,CANCELLED,NEFT,12/27/2025 17:12
TX56885,1,06-08-2023,PR165452,CI030,DV235826,END_USER,24000000,7,22300000,N,ONLINE,REGISTERED,UPI,09/18/2025 20:18
TX44637,1,05/13/2020,PR040474,CI059,DV052763,INVESTOR,14100000,7,13200000,N,DIRECT,BOOKED,RTGS,07/30/2025 06:30
TX252652,1,08/25/2021,PR073545,CI071,DV239613,INVESTOR,20200000,3,19500000,Y,ONLINE,REGISTERED,CARD,02/22/2025 13:14
TX304862,1,06-10-2022,PR299393,CI074,DV091399,INVESTOR,52300000,0,52300000,Y,BROKER,CANCELLED,CARD,07-08-2025 17:29
TX162810,1,12/19/2024,PR177624,CI031,DV282738,NRI,29200000,3,28300000,N,ONLINE,CANCELLED,CARD,07-05-2025 22:51
TX276755,1,05/21/2020,PR248364,CI024,DV192299,NRI,14500000,2,14200000,Y,BROKER,REGISTERED,UPI,01/26/2026 07:26
TX281763,1,12-08-2022,PR122992,CI096,DV043929,END_USER,41900000,5,39800000,N,DIRECT,CANCELLED,NEFT,02/15/2025 21:27
TX170730,1,11-04-2020,PR247483,CI050,DV289485,INVESTOR,56700000,2,55500000,N,ONLINE,REGISTERED,UPI,04/13/2025 10:32
TX177382,1,05-06-2023,PR276043,CI070,DV191600,NRI,10800000,3,10500000,Y,BROKER,CANCELLED,RTGS,08-04-2025 17:31
TX65090,1,11/17/2023,PR091231,CI045,DV108577,INVESTOR,45400000,2,44500000,Y,BROKER,REGISTERED,CHEQUE,04/23/2025 10:36
TX243484,1,05/23/2025,PR048481,CI030,DV227237,END_USER,38000000,7,35300000,N,ONLINE,BOOKED,UPI,12-02-2025 17:31
TX43947,1,11-10-2020,PR072438,CI009,DV104447,END_USER,28000000,0,28000000,Y,ONLINE,CANCELLED,NEFT,02/15/2025
TX215306,1,10-08-2022,PR004176,CI056,DV052219,END_USER,12200000,2,12000000,N,BROKER,BOOKED,CHEQUE,08/30/2025 01:24
TX291681,1,03/16/2021,PR205971,CI079,DV099449,INVESTOR,13100000,5,12400000,N,DIRECT,CANCELLED,RTGS,11/24/2025 08:06
TX123027,1,08/24/2021,PR003366,CI076,DV226487,END_USER,50100000,2,49000000,N,DIRECT,REGISTERED,NEFT,05-01-2025 04:21
TX217143,1,06/14/2024,PR206659,CI074,DV033947,NRI,47300000,7,44000000,N,ONLINE,BOOKED,CARD,08-12-2025 05:45
TX265252,1,09/16/2025,PR094013,CI036,DV265657,END_USER,46800000,2,45900000,Y,DIRECT,CANCELLED,CARD,03-02-2025 18:57
TX18648,1,11/27/2024,PR041786,CI068,DV287347,INVESTOR,5200000,3,5000000,Y,BROKER,BOOKED,RTGS,12/31/2025 03:26
TX57560,1,04/22/2021,PR063537,CI103,DV030403,NRI,8500000,0,8500000,N,DIRECT,CANCELLED,CARD,09-01-2025 15:58
TX153793,1,02/17/2024,PR216504,CI041,DV143888,END_USER,9100000,0,9100000,N,ONLINE,BOOKED,RTGS,02/19/2025 19:36
TX213947,1,09/23/2023,PR001716,CI061,DV245755,INVESTOR,16200000,5,15400000,N,BROKER,CANCELLED,CARD,02-12-2025 03:54
TX220772,1,02/19/2022,PR221807,CI059,DV007166,END_USER,6100000,0,6100000,N,BROKER,CANCELLED,CARD,09/27/2025 20:00
TX123611,1,01/27/2020,PR011083,CI074,DV135886,NRI,31500000,2,30900000,N,ONLINE,REGISTERED,CHEQUE,05-03-2025 19:45
TX265397,1,09-07-2024,PR201220,CI069,DV138719,NRI,41100000,0,41100000,Y,BROKER,CANCELLED,NEFT,06/25/2025 15:34
TX164574,1,09-05-2024,PR214971,CI081,DV053266,END_USER,28800000,150,27900000,Y,DIRECT,BOOKED,CHEQUE,05-10-2025 08:02
TX119511,1,06/28/2021,PR008042,CI009,DV150867,END_USER,56500000,0,56500000,N,ONLINE,BOOKED,NEFT,09/21/2025 12:32
TX225941,1,08-04-2024,PR006581,CI024,DV235690,NRI,37000000,3,35900000,Y,ONLINE,CANCELLED,CHEQUE,02/15/2025 01:44
TX289954,1,04/23/2025,PR241704,CI028,DV288054,NRI,59700000,3,57900000,Y,DIRECT,REGISTERED,CHEQUE,03/22/2025 21:33
TX276821,1,08-03-2024,PR153448,CI006,DV188808,END_USER,33000000,3,32000000,N,DIRECT,REGISTERED,RTGS,03/16/2025 17:28
TX19495,1,08/26/2024,PR107843,CI001,DV091115,END_USER,14100000,5,13400000,Y,BROKER,BOOKED,UPI,03/18/2025 08:23
TX118519,1,08-05-2020,PR090269,CI004,DV123640,END_USER,57100000,7,53100000,Y,ONLINE,REGISTERED,NEFT,08/30/2025 14:13
TX211028,1,07/15/2024,PR276655,CI003,DV121183,INVESTOR,26100000,0,26100000,Y,ONLINE,CANCELLED,UPI,02-05-2025 10:03
TX134602,1,01/18/2024,PR213975,CI066,DV176195,NRI,6300000,2,6200000,N,DIRECT,CANCELLED,CHEQUE,07-10-2025 21:45
TX124727,1,11/26/2023,PR073612,CI047,DV180233,INVESTOR,41400000,0,41400000,Y,DIRECT,BOOKED,CHEQUE,08/31/2025 10:45
TX14843,1,12-01-2022,PR128253,CI003,DV129824,INVESTOR,47600000,0,47600000,Y,ONLINE,CANCELLED,UPI,12-05-2025 23:43
TX96934,1,05/27/2023,PR110841,CI068,DV283615,INVESTOR,59700000,0,59700000,Y,DIRECT,REGISTERED,CARD,04/21/2025 08:15
TX163645,1,12-07-2020,PR129060,CI004,DV166801,NRI,30200000,5,28700000,N,ONLINE,REGISTERED,UPI,03-09-2025
TX236132,1,02-02-2024,PR159759,CI017,DV283105,END_USER,21000000,5,19900000,N,ONLINE,BOOKED,UPI,08-07-2025
TX84348,1,06/23/2023,PR189439,CI071,DV049973,NRI,48000000,3,46600000,Y,DIRECT,BOOKED,NEFT,09-10-2025 18:55
