DEVELOPER_ID,DEVELOPER_NAME,HQ_COUNTRY,DEVELOPER_TIER,FOCUS_SEGMENT,HQ_CITY,HQ_STATE,STATUS,PARTNER_SINCE,UPDATED_AT
DV005785,Phoenix Mills,India,Tier-2,Luxury,Hyderabad,TS,ACTIVE,3/11/2014,3/23/2026 23:50
DV005786,Oberoi Realty,India,Tier-2,Affordable,Kolkata,WB,ACTIVE,4/2/2017,12/2/2026 19:20
DV005787,Tata Housing,India,Tier-2,Affordable,Gurugram,HR,INACTIVE,4/10/2012,9/19/2026 15:36
DV005788,Embassy Group,India,Tier-1,Premium,Bengaluru,KA,INACTIVE,7/4/2009,11/5/2026 11:27
DV005789,Lodha Group,India,Tier-1,Affordable,Mumbai,MH,ACTIVE,7/12/2010,4/12/2026 15:04
DV005790,Oberoi Realty,India,Tier-1,Mid,Pune,MH,ACTIVE,2/8/2015,10/20/2026 11:17
DV005791,Runwal Group,India,Tier-1,Luxury,Hyderabad,TS,INACTIVE,10/9/2012,2/8/2026 5:51
DV005792,Puravankara,India,Tier-2,Affordable,Delhi,DL,INACTIVE,4/27/2007,10/6/2026 7:45
DV005793,Hiranandani,India,Tier-1,Mid,Mumbai,MH,ACTIVE,2/20/2012,5/11/2026 23:12
DV005794,Sobha,India,Tier-1,Luxury,Mumbai,MH,ACTIVE,11/25/2011,10/5/2026 10:37
DV005795,Oberoi Realty,India,Tier-2,Affordable,Kolkata,WB,INACTIVE,12/7/2008,10/9/2026 21:54
DV005796,Kolte Patil,India,Tier-2,Affordable,Delhi,DL,ACTIVE,10/3/2020,1/15/2026 19:33
DV005797,Lodha Group,India,Tier-1,Luxury,Gurugram,HR,ACTIVE,6/19/2019,3/21/2026 21:18
DV005798,Tata Housing,India,Tier-2,Luxury,Hyderabad,TS,INACTIVE,3/29/2007,8/13/2026 9:03
DV005799,Kolte Patil,India,Tier-1,Affordable,Chennai,TN,INACTIVE,7/18/2009,5/16/2026 13:08
DV005800,TVS Emerald,India,Tier-1,Mid,Noida,UP,INACTIVE,12/12/2007,3/4/2026 6:54
DV005801,Kolte Patil,India,Tier-1,Premium,Pune,MH,ACTIVE,7/14/2009,7/20/2026 10:40
DV005802,TVS Emerald,India,Tier-1,Luxury,Kolkata,WB,INACTIVE,4/2/2018,3/4/2026 18:45
DV005803,Prestige Group,India,Tier-2,Affordable,Hyderabad,TS,INACTIVE,10/9/2006,4/25/2026 5:15
DV005804,Mahindra Lifespaces,India,Tier-1,Luxury,Kolkata,WB,ACTIVE,10/22/2014,5/3/2026 6:47
DV005805,Puravankara,India,Tier-2,Mid,Chennai,TN,ACTIVE,12/10/2020,8/27/2026 3:11
DV005806,TVS Emerald,India,Tier-2,Affordable,Chennai,TN,INACTIVE,9/28/2006,10/18/2026 18:39
DV005807,Prestige Group,India,Tier-2,Luxury,Hyderabad,TS,ACTIVE,12/16/2019,10/7/2026 13:36
DV005808,Raheja Developers,India,Tier-2,Mid,Chennai,TN,INACTIVE,1/23/2009,5/22/2026 11:57
DV005809,Kolte Patil,India,Tier-1,Luxury,Kolkata,WB,ACTIVE,2/13/2013,7/9/2026 19:25
DV005810,Phoenix Mills,India,Tier-2,Luxury,Hyderabad,TS,INACTIVE,3/6/2014,9/17/2026 4:39
DV005811,Mahindra Lifespaces,India,Tier-2,Affordable,Chennai,TN,INACTIVE,3/23/2009,1/26/2026 0:13
DV005812,Brigade Group,India,Tier-1,Affordable,Kolkata,WB,ACTIVE,6/19/2013,1/20/2026 6:15
DV005813,Kolte Patil,India,Tier-2,Luxury,Mumbai,MH,INACTIVE,3/23/2008,9/26/2026 8:00
DV005814,Sobha,India,Tier-1,Luxury,Noida,UP,INACTIVE,8/2/2015,8/9/2026 15:28
DV005815,Embassy Group,India,Tier-1,Luxury,Kolkata,WB,INACTIVE,5/21/2015,2/11/2026 6:28
DV005816,Brigade Group,India,Tier-2,Mid,Bengaluru,KA,INACTIVE,6/12/2013,4/3/2026 4:21
DV005817,Embassy Group,India,Tier-1,Affordable,Delhi,DL,ACTIVE,1/22/2005,8/7/2026 11:27
DV005818,Sobha,India,Tier-2,Premium,Mumbai,MH,INACTIVE,3/17/2019,7/28/2026 5:41
DV005819,Oberoi Realty,India,Tier-1,Affordable,Hyderabad,TS,INACTIVE,2/22/2013,3/14/2026 7:00
DV005820,Tata Housing,India,Tier-1,Premium,Mumbai,MH,ACTIVE,7/31/2015,11/15/2026 17:51
DV005821,Sobha,India,Tier-2,Premium,Gurugram,HR,ACTIVE,10/17/2013,1/27/2026 0:40
DV005822,Godrej Properties,India,Tier-2,Luxury,Bengaluru,KA,INACTIVE,10/31/2016,3/20/2026 3:04
DV005823,Runwal Group,India,Tier-1,Affordable,Hyderabad,TS,ACTIVE,11/10/2005,10/20/2026 5:54
DV005824,Raheja Developers,India,Tier-2,Premium,Noida,UP,ACTIVE,8/30/2010,5/6/2026 20:49
DV005825,Kolte Patil,India,Tier-1,Luxury,Kolkata,WB,INACTIVE,3/9/2017,10/23/2026 2:35
DV005826,Kolte Patil,India,Tier-2,Luxury,Hyderabad,TS,INACTIVE,2/7/2015,9/29/2026 7:03
DV005827,Kolte Patil,India,Tier-2,Premium,Noida,UP,INACTIVE,10/19/2010,7/8/2026 14:09
DV005828,Oberoi Realty,India,Tier-1,Luxury,Gurugram,HR,ACTIVE,10/28/2006,8/7/2026 21:58
DV005829,TVS Emerald,India,Tier-1,Premium,Noida,UP,ACTIVE,11/4/2020,9/17/2026 19:35
DV005830,Prestige Group,India,Tier-1,Mid,Bengaluru,KA,ACTIVE,9/23/2017,10/26/2026 15:23
DV005831,Godrej Properties,India,Tier-2,Mid,Noida,UP,INACTIVE,10/29/2020,6/26/2026 16:36
DV005832,Mahindra Lifespaces,India,Tier-1,Affordable,Delhi,DL,ACTIVE,8/20/2006,2/14/2026 1:13
DV005833,TVS Emerald,India,Tier-2,Mid,Hyderabad,TS,ACTIVE,1/21/2016,3/2/2026 5:46
DV005834,Embassy Group,India,Tier-1,Affordable,Gurugram,HR,INACTIVE,10/12/2007,3/22/2026 5:40
DV005835,Raheja Developers,India,Tier-2,Premium,Mumbai,MH,ACTIVE,5/4/2014,11/30/2026 4:20
DV005836,Lodha Group,India,Tier-2,Luxury,Mumbai,MH,INACTIVE,2/26/2020,6/13/2026 21:56
DV005837,DLF,India,Tier-1,Affordable,Noida,UP,ACTIVE,2/8/2007,1/24/2026 15:22
DV005838,Prestige Group,India,Tier-2,Mid,Chennai,TN,INACTIVE,6/24/2019,7/4/2026 1:41
DV005839,Puravankara,India,Tier-2,Affordable,Mumbai,MH,ACTIVE,1/9/2017,5/7/2026 2:29
DV005840,Shapoorji Pallonji,India,Tier-1,Premium,Gurugram,HR,ACTIVE,6/7/2013,6/14/2026 3:09
DV005841,Brigade Group,India,Tier-1,Premium,Noida,UP,INACTIVE,7/14/2012,7/12/2026 13:12
DV005842,Brigade Group,India,Tier-1,Affordable,Hyderabad,TS,INACTIVE,5/19/2008,3/8/2026 12:26
DV005843,Prestige Group,India,Tier-1,Affordable,Mumbai,MH,INACTIVE,12/20/2017,7/2/2026 14:58
DV005844,DLF,India,Tier-2,Affordable,Mumbai,MH,ACTIVE,8/29/2011,8/5/2026 16:08
DV005845,Sobha,India,Tier-1,Affordable,Bengaluru,KA,INACTIVE,6/29/2006,6/14/2026 18:26
DV005846,Oberoi Realty,India,Tier-1,Premium,Noida,UP,ACTIVE,3/24/2008,8/2/2026 13:24
DV005847,Godrej Properties,India,Tier-1,Affordable,Hyderabad,TS,INACTIVE,12/11/2014,2/25/2026 18:31
DV005848,Embassy Group,India,Tier-1,Premium,Kolkata,WB,ACTIVE,6/18/2012,3/31/2026 16:17
DV005849,Hiranandani,India,Tier-1,Mid,Bengaluru,KA,INACTIVE,1/20/2005,3/14/2026 17:53
DV005850,Puravankara,India,Tier-2,Premium,Gurugram,HR,ACTIVE,6/21/2005,7/8/2026 22:35
DV005851,Shapoorji Pallonji,India,Tier-1,Affordable,Kolkata,WB,ACTIVE,11/4/2014,10/1/2026 20:23
DV005852,TVS Emerald,India,Tier-2,Luxury,Mumbai,MH,INACTIVE,3/20/2009,6/20/2026 12:24
DV005853,Raheja Developers,India,Tier-2,Affordable,Chennai,TN,INACTIVE,4/20/2019,7/16/2026 21:38
DV005854,TVS Emerald,India,Tier-2,Luxury,Bengaluru,KA,INACTIVE,10/9/2014,1/1/2026 23:06
DV005855,Sobha,India,Tier-1,Mid,Gurugram,HR,ACTIVE,2/14/2011,12/5/2026 7:04
DV005856,Shapoorji Pallonji,India,Tier-1,Mid,Hyderabad,TS,ACTIVE,6/26/2005,4/24/2026 7:03
DV005857,Embassy Group,India,Tier-2,Mid,Delhi,DL,ACTIVE,7/20/2017,10/28/2026 10:42
DV005858,Embassy Group,India,Tier-2,Affordable,Kolkata,WB,ACTIVE,6/5/2011,11/19/2026 5:18
DV005859,Raheja Developers,India,Tier-1,Luxury,Hyderabad,TS,INACTIVE,4/22/2013,6/3/2026 17:59
DV005860,TVS Emerald,India,Tier-2,Premium,Pune,MH,INACTIVE,12/19/2020,5/5/2026 12:23
DV005861,Tata Housing,India,Tier-2,Mid,Noida,UP,ACTIVE,10/3/2020,7/13/2026 7:04
DV005862,Lodha Group,India,Tier-2,Mid,Noida,UP,ACTIVE,6/12/2020,6/13/2026 16:56
DV879,,IND,,,delhi,XX,N,,
DV005864,Oberoi Realty,India,Tier-2,Mid,Noida,UP,INACTIVE,7/11/2006,9/29/2026 17:13
DV005865,Tata Housing,India,Tier-2,Premium,Chennai,TN,ACTIVE,4/14/2013,7/14/2026 18:22
DV005866,TVS Emerald,India,Tier-1,Luxury,Mumbai,MH,ACTIVE,6/30/2006,3/15/2026 12:37
DV005867,Sobha,India,Tier-1,Mid,Mumbai,MH,INACTIVE,3/22/2011,1/24/2026 19:59
DV005868,Kolte Patil,India,Tier-2,Affordable,Kolkata,WB,INACTIVE,12/20/2017,4/8/2026 9:54
DV005869,Prestige Group,India,Tier-2,Mid,Gurugram,HR,ACTIVE,10/4/2007,6/16/2026 18:56
DV005870,Puravankara,India,Tier-2,Luxury,Kolkata,WB,ACTIVE,10/21/2014,2/19/2026 5:53
DV005871,Phoenix Mills,India,Tier-1,Premium,Pune,MH,INACTIVE,9/8/2014,6/20/2026 21:37
DV005872,Mahindra Lifespaces,India,Tier-2,Mid,Gurugram,HR,ACTIVE,7/11/2006,11/1/2026 2:36
DV005873,Lodha Group,India,Tier-1,Premium,Delhi,DL,INACTIVE,7/27/2006,7/13/2026 23:02
DV005874,Mahindra Lifespaces,India,Tier-1,Mid,Pune,MH,INACTIVE,7/6/2007,7/11/2026 22:13
DV005875,Sobha,India,Tier-1,Affordable,Noida,UP,INACTIVE,9/11/2008,7/12/2026 10:41
DV005876,Prestige Group,India,Tier-1,Affordable,Noida,UP,INACTIVE,11/25/2009,4/24/2026 10:01
DV005877,Hiranandani,India,Tier-1,Affordable,Chennai,TN,INACTIVE,4/18/2014,10/26/2026 14:19
DV005878,Prestige Group,India,Tier-2,Premium,Delhi,DL,ACTIVE,10/23/2019,1/2/2026 16:25
DV005879,Kolte Patil,India,Tier-2,Luxury,Hyderabad,TS,ACTIVE,9/24/2008,2/20/2026 15:58
DV005880,Kolte Patil,India,Tier-1,Luxury,Mumbai,MH,ACTIVE,12/29/2009,5/8/2026 10:41
DV005881,Puravankara,India,Tier-2,Premium,Mumbai,MH,ACTIVE,3/8/2012,5/2/2026 10:57
DV005882,Phoenix Mills,India,Tier-1,Mid,Chennai,TN,ACTIVE,6/25/2009,10/6/2026 4:58
DV005883,TVS Emerald,India,Tier-2,Luxury,Gurugram,HR,INACTIVE,3/29/2009,4/8/2026 13:28
DV124,,,,,noida,XX,N,,
DV005885,Mahindra Lifespaces,India,Tier-1,Premium,Kolkata,WB,INACTIVE,7/2/2019,11/30/2026 13:46
DV005886,Phoenix Mills,India,Tier-1,Luxury,Hyderabad,TS,ACTIVE,7/30/2018,11/2/2026 1:50
DV005887,Mahindra Lifespaces,India,Tier-2,Premium,Mumbai,MH,INACTIVE,2/21/2006,4/9/2026 19:23
DV005888,Tata Housing,India,Tier-2,Premium,Noida,UP,INACTIVE,10/31/2013,4/22/2026 23:14
DV005889,DLF,India,Tier-1,Affordable,Hyderabad,TS,INACTIVE,5/29/2014,10/6/2026 11:45
DV005890,Sobha,India,Tier-1,Premium,Hyderabad,TS,INACTIVE,4/9/2012,3/2/2026 3:39
DV005891,Prestige Group,India,Tier-1,Affordable,Chennai,TN,INACTIVE,3/28/2008,1/14/2026 12:36
DV005892,Sobha,India,Tier-2,Mid,Kolkata,WB,INACTIVE,9/17/2014,5/2/2026 0:20
DV005893,DLF,India,Tier-2,Premium,Delhi,DL,ACTIVE,6/21/2014,4/9/2026 13:51
DV067,###,IND,,NA,,,,,
DV005895,DLF,India,Tier-2,Premium,Mumbai,MH,ACTIVE,9/13/2019,1/12/2026 7:16
DV005896,TVS Emerald,India,Tier-1,Luxury,Hyderabad,TS,INACTIVE,12/2/2011,3/25/2026 1:35
DV005897,Embassy Group,India,Tier-2,Luxury,Bengaluru,KA,INACTIVE,3/15/2010,2/12/2026 10:54
DV005898,Embassy Group,India,Tier-1,Mid,Kolkata,WB,INACTIVE,12/16/2007,7/22/2026 5:54
DV005899,Tata Housing,India,Tier-1,Affordable,Bengaluru,KA,INACTIVE,2/26/2007,11/30/2026 8:07
DV005900,Kolte Patil,India,Tier-1,Affordable,Delhi,DL,ACTIVE,8/9/2010,6/24/2026 9:51
DV005901,Hiranandani,India,Tier-1,Mid,Bengaluru,KA,ACTIVE,10/11/2009,5/4/2026 14:54
DV005902,Tata Housing,India,Tier-1,Luxury,Noida,UP,INACTIVE,2/7/2019,12/11/2026 8:50
DV005903,Sobha,India,Tier-2,Mid,Hyderabad,TS,ACTIVE,7/28/2009,10/7/2026 11:10
DV005904,Godrej Properties,India,Tier-1,Affordable,Kolkata,WB,ACTIVE,4/17/2017,1/7/2026 11:18
DV005905,Tata Housing,India,Tier-1,Luxury,Bengaluru,KA,ACTIVE,1/3/2006,10/17/2026 18:42
DV005906,Kolte Patil,India,Tier-2,Premium,Pune,MH,ACTIVE,8/8/2008,2/11/2026 7:07
DV005907,Kolte Patil,India,Tier-2,Affordable,Noida,UP,INACTIVE,2/15/2013,8/27/2026 16:43
DV005908,Godrej Properties,India,Tier-2,Affordable,Mumbai,MH,INACTIVE,1/7/2012,8/9/2026 18:48
DV005909,Raheja Developers,India,Tier-2,Mid,Mumbai,MH,INACTIVE,5/10/2013,6/22/2026 23:32
DV005910,Prestige Group,India,Tier-1,Luxury,Delhi,DL,INACTIVE,3/25/2018,1/2/2026 16:38
DV005911,Oberoi Realty,India,Tier-2,Mid,Kolkata,WB,ACTIVE,5/14/2012,8/27/2026 20:54
DV005912,Mahindra Lifespaces,India,Tier-2,Luxury,Pune,MH,ACTIVE,9/20/2014,4/26/2026 4:49
DV005913,Raheja Developers,India,Tier-2,Mid,Chennai,TN,INACTIVE,3/25/2010,6/3/2026 21:22
DV005914,Sobha,India,Tier-2,Mid,Chennai,TN,INACTIVE,6/1/2008,5/28/2026 11:12
DV005915,Oberoi Realty,India,Tier-2,Luxury,Noida,UP,INACTIVE,9/19/2010,7/26/2026 7:51
DV005916,TVS Emerald,India,Tier-1,Luxury,Delhi,DL,ACTIVE,6/7/2018,11/28/2026 17:12
DV005917,Kolte Patil,India,Tier-2,Premium,Bengaluru,KA,ACTIVE,5/5/2005,3/27/2026 1:59
DV005918,Raheja Developers,India,Tier-2,Luxury,Noida,UP,INACTIVE,12/28/2008,10/28/2026 16:38
DV005919,DLF,India,Tier-1,Luxury,Gurugram,HR,INACTIVE,12/7/2020,9/17/2026 5:47
DV005920,Lodha Group,India,Tier-1,Mid,Mumbai,MH,INACTIVE,6/4/2019,4/12/2026 19:29
DV005921,DLF,India,Tier-2,Mid,Gurugram,HR,INACTIVE,1/2/2014,8/29/2026 18:25
DV005922,Embassy Group,India,Tier-1,Luxury,Mumbai,MH,INACTIVE,2/24/2009,7/25/2026 21:59
DV005923,Godrej Properties,India,Tier-2,Affordable,Gurugram,HR,ACTIVE,2/11/2011,2/11/2026 14:28
DV005924,Sobha,India,Tier-2,Mid,Noida,UP,ACTIVE,5/15/2018,1/7/2026 0:03
DV005925,Phoenix Mills,India,Tier-1,Luxury,Delhi,DL,INACTIVE,7/2/2008,7/10/2026 7:28
DV005926,Brigade Group,India,Tier-1,Mid,Gurugram,HR,INACTIVE,8/1/2009,9/27/2026 14:56
DV005927,Oberoi Realty,India,Tier-1,Affordable,Bengaluru,KA,INACTIVE,10/30/2014,6/17/2026 15:23
DV005928,Runwal Group,India,Tier-1,Luxury,Noida,UP,INACTIVE,4/25/2019,8/19/2026 18:04
DV005929,Puravankara,India,Tier-1,Premium,Noida,UP,ACTIVE,2/13/2014,10/13/2026 16:19
DV005930,Godrej Properties,India,Tier-2,Mid,Hyderabad,TS,ACTIVE,10/13/2019,4/27/2026 5:59
DV005931,Oberoi Realty,India,Tier-2,Luxury,Hyderabad,TS,ACTIVE,7/20/2008,7/15/2026 3:41
DV005932,Oberoi Realty,India,Tier-1,Mid,Hyderabad,TS,INACTIVE,12/21/2013,7/1/2026 15:46
DV005933,Lodha Group,India,Tier-2,Mid,Noida,UP,ACTIVE,1/20/2009,3/3/2026 11:18
DV005934,Oberoi Realty,India,Tier-1,Mid,Mumbai,MH,INACTIVE,1/27/2020,2/9/2026 7:35
DV005935,Puravankara,India,Tier-2,Premium,Mumbai,MH,INACTIVE,10/10/2020,7/26/2026 3:07
DV005936,TVS Emerald,India,Tier-1,Affordable,Chennai,TN,INACTIVE,3/14/2012,3/21/2026 13:46
DV005937,Embassy Group,India,Tier-1,Premium,Noida,UP,ACTIVE,6/9/2009,3/12/2026 2:43
DV005938,Oberoi Realty,India,Tier-2,Affordable,Bengaluru,KA,ACTIVE,9/27/2005,11/13/2026 5:44
DV005939,Brigade Group,India,Tier-1,Luxury,Hyderabad,TS,ACTIVE,10/1/2017,11/27/2026 17:11
DV005940,Mahindra Lifespaces,India,Tier-1,Luxury,Pune,MH,ACTIVE,8/28/2017,9/22/2026 19:04
DV005941,Puravankara,India,Tier-2,Mid,Bengaluru,KA,INACTIVE,3/25/2019,4/8/2026 13:23
DV005942,DLF,India,Tier-1,Luxury,Mumbai,MH,INACTIVE,4/18/2006,8/3/2026 12:37
DV005943,Godrej Properties,India,Tier-2,Mid,Kolkata,WB,ACTIVE,10/27/2014,4/16/2026 23:59
DV005944,Tata Housing,India,Tier-1,Mid,Bengaluru,KA,ACTIVE,11/14/2006,1/14/2026 7:52
DV005945,Brigade Group,India,Tier-1,Premium,Bengaluru,KA,INACTIVE,7/16/2015,6/10/2026 17:01
DV005946,Kolte Patil,India,Tier-2,Affordable,Kolkata,WB,INACTIVE,2/2/2020,11/10/2026 10:49
DV005947,Runwal Group,India,Tier-2,Mid,Chennai,TN,ACTIVE,2/1/2012,7/24/2026 2:59
DV005948,TVS Emerald,India,Tier-1,Mid,Gurugram,HR,ACTIVE,11/12/2007,1/24/2026 16:50
DV005949,Brigade Group,India,Tier-2,Mid,Hyderabad,TS,ACTIVE,4/7/2011,10/8/2026 16:30
DV005950,Raheja Developers,India,Tier-1,Mid,Hyderabad,TS,ACTIVE,7/26/2006,4/8/2026 12:05
DV005951,Lodha Group,India,Tier-2,Affordable,Pune,MH,INACTIVE,2/23/2007,10/11/2026 12:46
DV005952,Mahindra Lifespaces,India,Tier-2,Luxury,Gurugram,HR,INACTIVE,1/21/2009,7/10/2026 23:45
DV005953,Phoenix Mills,India,Tier-1,Affordable,Mumbai,MH,INACTIVE,7/1/2017,5/28/2026 20:49
DV005954,Puravankara,India,Tier-2,Luxury,Chennai,TN,ACTIVE,11/17/2017,7/9/2026 3:00
DV005955,Shapoorji Pallonji,India,Tier-2,Mid,Kolkata,WB,INACTIVE,6/12/2005,7/15/2026 0:45
DV005956,Godrej Properties,India,Tier-1,Mid,Kolkata,WB,INACTIVE,12/25/2008,5/15/2026 8:46
DV005957,Phoenix Mills,India,Tier-1,Affordable,Gurugram,HR,INACTIVE,10/20/2013,9/16/2026 0:28
DV005958,Raheja Developers,India,Tier-1,Affordable,Gurugram,HR,INACTIVE,8/14/2014,3/1/2026 2:50
DV005959,Runwal Group,India,Tier-2,Affordable,Hyderabad,TS,ACTIVE,2/1/2018,6/23/2026 11:50
DV005960,Tata Housing,India,Tier-2,Mid,Mumbai,MH,ACTIVE,3/27/2006,5/8/2026 13:00
DV005961,Hiranandani,India,Tier-1,Luxury,Mumbai,MH,ACTIVE,7/18/2015,6/26/2026 13:19
DV005962,Kolte Patil,India,Tier-1,Affordable,Noida,UP,ACTIVE,7/9/2008,11/8/2026 11:40
DV005963,Hiranandani,India,Tier-2,Mid,Chennai,TN,INACTIVE,7/20/2006,3/30/2026 15:20
DV005964,Sobha,India,Tier-1,Luxury,Kolkata,WB,INACTIVE,7/25/2020,2/21/2026 14:37
DV005965,Raheja Developers,India,Tier-1,Premium,Hyderabad,TS,INACTIVE,6/28/2006,7/12/2026 14:29
DV005966,Lodha Group,India,Tier-2,Luxury,Mumbai,MH,INACTIVE,12/22/2016,1/29/2026 3:10
DV005967,Phoenix Mills,India,Tier-1,Premium,Pune,MH,ACTIVE,1/22/2016,7/23/2026 3:03
DV005968,Prestige Group,India,Tier-1,Affordable,Bengaluru,KA,ACTIVE,12/6/2009,8/27/2026 22:03
DV005969,Puravankara,India,Tier-1,Mid,Pune,MH,INACTIVE,10/16/2007,8/27/2026 1:42
DV005970,Lodha Group,India,Tier-1,Luxury,Chennai,TN,ACTIVE,8/12/2009,9/3/2026 10:03
DV005971,Shapoorji Pallonji,India,Tier-2,Affordable,Delhi,DL,INACTIVE,6/3/2016,3/14/2026 12:48
DV005972,Hiranandani,India,Tier-2,Premium,Gurugram,HR,INACTIVE,2/1/2009,8/29/2026 14:17
DV005973,Prestige Group,India,Tier-1,Luxury,Chennai,TN,INACTIVE,4/12/2020,4/15/2026 0:06
DV005974,Puravankara,India,Tier-1,Premium,Kolkata,WB,INACTIVE,8/6/2018,10/4/2026 9:25
DV005975,Puravankara,India,Tier-1,Luxury,Noida,UP,ACTIVE,10/10/2014,10/10/2026 3:34
DV005976,Oberoi Realty,India,Tier-2,Premium,Gurugram,HR,ACTIVE,7/5/2007,6/2/2026 9:57
DV005977,Kolte Patil,India,Tier-1,Mid,Kolkata,WB,ACTIVE,5/21/2015,1/18/2026 3:18
DV005978,Embassy Group,India,Tier-2,Affordable,Gurugram,HR,ACTIVE,3/8/2020,11/30/2026 4:35
DV005979,Phoenix Mills,India,Tier-2,Affordable,Noida,UP,INACTIVE,7/12/2016,2/1/2026 1:10
DV005980,Runwal Group,India,Tier-2,Affordable,Pune,MH,ACTIVE,11/25/2010,3/22/2026 22:56
DV005981,Prestige Group,India,Tier-1,Affordable,Kolkata,WB,ACTIVE,12/2/2006,5/27/2026 7:59
DV005982,Brigade Group,India,Tier-2,Premium,Chennai,TN,INACTIVE,1/10/2020,8/3/2026 17:43
DV005983,Runwal Group,India,Tier-1,Mid,Gurugram,HR,ACTIVE,9/22/2015,6/23/2026 11:19
DV005984,Prestige Group,India,Tier-2,Affordable,Pune,MH,ACTIVE,7/28/2010,5/30/2026 18:21
DV005985,Brigade Group,India,Tier-2,Luxury,Kolkata,WB,INACTIVE,3/18/2012,4/30/2026 7:17
DV005986,Phoenix Mills,India,Tier-2,Luxury,Gurugram,HR,ACTIVE,9/18/2014,7/29/2026 22:53
DV005987,Oberoi Realty,India,Tier-1,Luxury,Kolkata,WB,INACTIVE,3/10/2008,8/23/2026 6:02
DV005988,Lodha Group,India,Tier-2,Mid,Mumbai,MH,INACTIVE,9/24/2013,9/26/2026 18:49
DV005989,Puravankara,India,Tier-1,Affordable,Hyderabad,TS,ACTIVE,9/4/2017,2/17/2026 21:05
DV005990,Prestige Group,India,Tier-1,Mid,Bengaluru,KA,INACTIVE,12/15/2008,12/2/2026 7:17
DV005991,Tata Housing,India,Tier-2,Mid,Delhi,DL,ACTIVE,7/18/2018,6/20/2026 19:28
DV005992,Phoenix Mills,India,Tier-2,Affordable,Mumbai,MH,INACTIVE,10/28/2016,2/27/2026 18:47
DV005993,Godrej Properties,India,Tier-2,Mid,Delhi,DL,INACTIVE,1/6/2017,7/30/2026 3:12
DV005994,Raheja Developers,India,Tier-2,Luxury,Delhi,DL,ACTIVE,6/6/2014,11/14/2026 18:00
DV005995,Godrej Properties,India,Tier-2,Premium,Kolkata,WB,INACTIVE,2/29/2012,12/8/2026 21:27
DV005996,Mahindra Lifespaces,India,Tier-1,Luxury,Bengaluru,KA,INACTIVE,12/5/2008,2/4/2026 11:26
DV005997,Prestige Group,India,Tier-1,Affordable,Hyderabad,TS,INACTIVE,1/16/2009,4/22/2026 10:01
DV005998,Kolte Patil,India,Tier-2,Mid,Kolkata,WB,ACTIVE,12/15/2007,7/12/2026 1:10
DV005999,Phoenix Mills,India,Tier-1,Premium,Bengaluru,KA,ACTIVE,11/22/2012,4/12/2026 23:43
DV006000,Godrej Properties,India,Tier-1,Premium,Noida,UP,ACTIVE,3/23/2016,10/9/2026 20:21
DV006001,Mahindra Lifespaces,India,Tier-2,Mid,Kolkata,WB,ACTIVE,6/27/2016,9/8/2026 2:13
DV006002,Phoenix Mills,India,Tier-1,Mid,Mumbai,MH,ACTIVE,3/22/2007,7/1/2026 1:04
DV006003,Oberoi Realty,India,Tier-1,Premium,Gurugram,HR,ACTIVE,1/4/2016,7/25/2026 15:08
DV006004,Lodha Group,India,Tier-1,Luxury,Hyderabad,TS,ACTIVE,7/2/2018,7/17/2026 19:53
DV006005,Prestige Group,India,Tier-1,Luxury,Delhi,DL,INACTIVE,1/16/2009,8/19/2026 22:59
DV006006,Brigade Group,India,Tier-2,Premium,Kolkata,WB,ACTIVE,7/30/2007,2/12/2026 13:29
DV006007,Tata Housing,India,Tier-1,Affordable,Delhi,DL,ACTIVE,10/10/2013,8/8/2026 3:58
DV006008,Mahindra Lifespaces,India,Tier-1,Luxury,Gurugram,HR,ACTIVE,2/18/2011,12/11/2026 12:44
DV006009,Hiranandani,India,Tier-2,Mid,Pune,MH,INACTIVE,3/19/2010,3/13/2026 11:10
DV006010,Shapoorji Pallonji,India,Tier-1,Luxury,Kolkata,WB,ACTIVE,3/8/2015,4/1/2026 15:36
DV006011,Mahindra Lifespaces,India,Tier-2,Luxury,Kolkata,WB,INACTIVE,11/19/2010,8/29/2026 17:47
DV006012,Puravankara,India,Tier-1,Premium,Bengaluru,KA,ACTIVE,10/19/2005,5/31/2026 8:27
DV006013,Phoenix Mills,India,Tier-2,Affordable,Chennai,TN,ACTIVE,3/12/2014,9/14/2026 3:59
DV006014,Raheja Developers,India,Tier-2,Mid,Kolkata,WB,INACTIVE,7/3/2019,6/9/2026 14:11
DV006015,Lodha Group,India,Tier-1,Mid,Gurugram,HR,INACTIVE,3/4/2007,2/20/2026 8:46
DV006016,Runwal Group,India,Tier-1,Affordable,Mumbai,MH,INACTIVE,12/19/2016,11/13/2026 6:48
DV006017,Mahindra Lifespaces,India,Tier-2,Premium,Mumbai,MH,ACTIVE,2/11/2018,5/28/2026 12:55
DV006018,Runwal Group,India,Tier-2,Affordable,Kolkata,WB,ACTIVE,5/12/2008,4/7/2026 13:51
DV006019,Lodha Group,India,Tier-2,Luxury,Noida,UP,INACTIVE,7/11/2006,10/25/2026 11:12
DV006020,Sobha,India,Tier-2,Luxury,Mumbai,MH,ACTIVE,5/14/2006,3/21/2026 4:36
DV006021,Godrej Properties,India,Tier-1,Luxury,Gurugram,HR,INACTIVE,1/1/2006,4/12/2026 6:08
DV006022,Sobha,India,Tier-1,Luxury,Delhi,DL,INACTIVE,8/1/2013,10/17/2026 3:35
